Electrode_ID,Neuron_ID,Spike_Frame,Spike_Time_Seconds
Ch52,Ch52_U2,3021490,75.53725
Ch51,Ch51_U1,3021495,75.537375
Ch36,Ch36_U2,3021496,75.5374
Ch26,Ch26_U2,3021499,75.537475
Ch8,Ch8_U2,3021531,75.538275
Ch30,Ch30_U1,3021554,75.53885
Ch38,Ch38_U2,3021554,75.53885
Ch21,Ch21_U2,3021561,75.539025
Ch36,Ch36_U2,3021563,75.539075
Ch54,Ch54_U2,3021578,75.53945
Ch51,Ch51_U1,3021628,75.5407
Ch36,Ch36_U2,3021648,75.5412
Ch54,Ch54_U2,3021652,75.5413
Ch30,Ch30_U2,3021660,75.5415
Ch36,Ch36_U1,3021663,75.541575
Ch31,Ch31_U1,3021665,75.541625
Ch36,Ch36_U2,3021684,75.5421
Ch35,Ch35_U1,3021696,75.5424
Ch36,Ch36_U2,3021762,75.54405
Ch31,Ch31_U1,3021789,75.544725
Ch30,Ch30_U1,3021792,75.5448
Ch36,Ch36_U1,3021838,75.54595
Ch51,Ch51_U1,3021876,75.5469
Ch36,Ch36_U2,3021978,75.54945
Ch36,Ch36_U2,3021999,75.549975
Ch26,Ch26_U4,3022040,75.551
Ch51,Ch51_U1,3022063,75.551575
Ch0,Ch0_U1,3022211,75.555275
Ch30,Ch30_U2,3022219,75.555475
Ch51,Ch51_U1,3022358,75.55895
Ch30,Ch30_U1,3022371,75.559275
Ch26,Ch26_U4,3022376,75.5594
Ch54,Ch54_U3,3022579,75.564475
Ch0,Ch0_U1,3022589,75.564725
Ch51,Ch51_U1,3022727,75.568175
Ch54,Ch54_U3,3022729,75.568225
Ch51,Ch51_U1,3022757,75.568925
Ch16,Ch16_U1,3022759,75.568975
Ch30,Ch30_U1,3022760,75.569
Ch26,Ch26_U4,3022774,75.56935
Ch54,Ch54_U2,3022815,75.570375
Ch31,Ch31_U1,3022949,75.573725
Ch36,Ch36_U2,3022950,75.57375
Ch26,Ch26_U2,3022973,75.574325
Ch51,Ch51_U1,3022980,75.5745
Ch31,Ch31_U1,3022994,75.57485
Ch30,Ch30_U3,3023164,75.5791
Ch36,Ch36_U1,3023165,75.579125
Ch26,Ch26_U4,3023167,75.579175
Ch36,Ch36_U2,3023182,75.57955
Ch0,Ch0_U1,3023192,75.5798
Ch51,Ch51_U1,3023343,75.583575
Ch36,Ch36_U2,3023354,75.58385
Ch30,Ch30_U2,3023387,75.584675
Ch51,Ch51_U1,3023389,75.584725
Ch26,Ch26_U4,3023397,75.584925
Ch36,Ch36_U1,3023424,75.5856
Ch0,Ch0_U1,3023430,75.58575
Ch30,Ch30_U2,3023575,75.589375
Ch51,Ch51_U1,3023598,75.58995
Ch0,Ch0_U1,3023667,75.591675
Ch30,Ch30_U1,3023807,75.595175
Ch31,Ch31_U1,3023812,75.5953
Ch0,Ch0_U1,3023874,75.59685
Ch30,Ch30_U2,3024031,75.600775
Ch21,Ch21_U2,3024138,75.60345
Ch31,Ch31_U1,3024301,75.607525
Ch30,Ch30_U2,3024493,75.612325
Ch26,Ch26_U4,3024528,75.6132
Ch0,Ch0_U1,3024582,75.61455
Ch30,Ch30_U2,3024622,75.61555
Ch26,Ch26_U2,3024667,75.616675
Ch31,Ch31_U1,3024763,75.619075
Ch54,Ch54_U2,3024803,75.620075
Ch0,Ch0_U1,3024860,75.6215
Ch30,Ch30_U1,3025105,75.627625
Ch0,Ch0_U1,3025115,75.627875
Ch54,Ch54_U2,3025122,75.62805
Ch26,Ch26_U4,3025358,75.63395
Ch30,Ch30_U1,3025599,75.639975
Ch26,Ch26_U4,3025612,75.6403
Ch54,Ch54_U3,3025640,75.641
Ch54,Ch54_U2,3025875,75.646875
Ch30,Ch30_U1,3025957,75.648925
Ch30,Ch30_U2,3025986,75.64965
Ch0,Ch0_U1,3026030,75.65075
Ch54,Ch54_U3,3026067,75.651675
Ch30,Ch30_U1,3026261,75.656525
Ch31,Ch31_U1,3026267,75.656675
Ch26,Ch26_U4,3026324,75.6581
Ch54,Ch54_U2,3026332,75.6583
Ch54,Ch54_U3,3026502,75.66255
Ch26,Ch26_U3,3026676,75.6669
Ch54,Ch54_U3,3026745,75.668625
Ch54,Ch54_U3,3026988,75.6747
Ch30,Ch30_U2,3027056,75.6764
Ch26,Ch26_U2,3027077,75.676925
Ch30,Ch30_U1,3027489,75.687225
Ch31,Ch31_U2,3027494,75.68735
Ch54,Ch54_U2,3027578,75.68945
Ch54,Ch54_U3,3028382,75.70955
Ch26,Ch26_U4,3028396,75.7099
Ch30,Ch30_U1,3028454,75.71135
Ch26,Ch26_U2,3028909,75.722725
Ch54,Ch54_U3,3028966,75.72415
Ch31,Ch31_U2,3028979,75.724475
Ch26,Ch26_U4,3030395,75.759875
Ch54,Ch54_U3,3033900,75.8475
Ch20,Ch20_U1,3089816,77.2454
Ch20,Ch20_U2,3090089,77.252225
Ch19,Ch19_U1,3090190,77.25475
Ch18,Ch18_U1,3090194,77.25485
Ch19,Ch19_U4,3090205,77.255125
Ch20,Ch20_U4,3090239,77.255975
Ch32,Ch32_U3,3090253,77.256325
Ch0,Ch0_U1,3090255,77.256375
Ch30,Ch30_U4,3090265,77.256625
Ch6,Ch6_U1,3090266,77.25665
Ch20,Ch20_U3,3090267,77.256675
Ch6,Ch6_U1,3090277,77.256925
Ch13,Ch13_U1,3090278,77.25695
Ch26,Ch26_U2,3090282,77.25705
Ch12,Ch12_U1,3090285,77.257125
Ch6,Ch6_U2,3090286,77.25715
Ch8,Ch8_U1,3090291,77.257275
Ch32,Ch32_U1,3090292,77.2573
Ch34,Ch34_U1,3090292,77.2573
Ch58,Ch58_U2,3090296,77.2574
Ch0,Ch0_U1,3090299,77.257475
Ch54,Ch54_U2,3090301,77.257525
Ch26,Ch26_U2,3090306,77.25765
Ch51,Ch51_U1,3090306,77.25765
Ch12,Ch12_U1,3090313,77.257825
Ch26,Ch26_U1,3090313,77.257825
Ch3,Ch3_U1,3090318,77.25795
Ch7,Ch7_U1,3090319,77.257975
Ch8,Ch8_U1,3090334,77.25835
Ch52,Ch52_U1,3090334,77.25835
Ch20,Ch20_U4,3090341,77.258525
Ch26,Ch26_U2,3090342,77.25855
Ch51,Ch51_U1,3090346,77.25865
Ch19,Ch19_U5,3090349,77.258725
Ch2,Ch2_U1,3090351,77.258775
Ch36,Ch36_U2,3090352,77.2588
Ch6,Ch6_U2,3090354,77.25885
Ch38,Ch38_U1,3090360,77.259
Ch37,Ch37_U1,3090366,77.25915
Ch51,Ch51_U1,3090372,77.2593
Ch52,Ch52_U4,3090373,77.259325
Ch29,Ch29_U2,3090376,77.2594
Ch13,Ch13_U2,3090378,77.25945
Ch31,Ch31_U1,3090379,77.259475
Ch36,Ch36_U2,3090379,77.259475
Ch29,Ch29_U1,3090381,77.259525
Ch51,Ch51_U1,3090390,77.25975
Ch47,Ch47_U1,3090401,77.260025
Ch0,Ch0_U1,3090403,77.260075
Ch2,Ch2_U1,3090404,77.2601
Ch51,Ch51_U1,3090410,77.26025
Ch6,Ch6_U2,3090415,77.260375
Ch20,Ch20_U4,3090415,77.260375
Ch12,Ch12_U1,3090423,77.260575
Ch8,Ch8_U2,3090431,77.260775
Ch51,Ch51_U1,3090432,77.2608
Ch37,Ch37_U1,3090436,77.2609
Ch38,Ch38_U1,3090440,77.261
Ch12,Ch12_U1,3090446,77.26115
Ch51,Ch51_U1,3090447,77.261175
Ch36,Ch36_U2,3090450,77.26125
Ch38,Ch38_U3,3090451,77.261275
Ch0,Ch0_U1,3090459,77.261475
Ch29,Ch29_U2,3090465,77.261625
Ch30,Ch30_U2,3090466,77.26165
Ch8,Ch8_U1,3090468,77.2617
Ch6,Ch6_U2,3090471,77.261775
Ch51,Ch51_U1,3090475,77.261875
Ch3,Ch3_U1,3090482,77.26205
Ch8,Ch8_U2,3090484,77.2621
Ch36,Ch36_U2,3090485,77.262125
Ch51,Ch51_U1,3090492,77.2623
Ch38,Ch38_U3,3090495,77.262375
Ch22,Ch22_U2,3090499,77.262475
Ch36,Ch36_U4,3090501,77.262525
Ch26,Ch26_U4,3090503,77.262575
Ch21,Ch21_U1,3090510,77.26275
Ch7,Ch7_U1,3090516,77.2629
Ch30,Ch30_U2,3090525,77.263125
Ch33,Ch33_U1,3090536,77.2634
Ch51,Ch51_U1,3090538,77.26345
Ch6,Ch6_U2,3090546,77.26365
Ch22,Ch22_U1,3090551,77.263775
Ch58,Ch58_U1,3090553,77.263825
Ch47,Ch47_U2,3090555,77.263875
Ch6,Ch6_U2,3090557,77.263925
Ch54,Ch54_U1,3090560,77.264
Ch52,Ch52_U5,3090562,77.26405
Ch37,Ch37_U1,3090573,77.264325
Ch29,Ch29_U2,3090602,77.26505
Ch26,Ch26_U4,3090606,77.26515
Ch31,Ch31_U1,3090607,77.265175
Ch51,Ch51_U1,3090630,77.26575
Ch8,Ch8_U1,3090641,77.266025
Ch31,Ch31_U1,3090652,77.2663
Ch26,Ch26_U4,3090661,77.266525
Ch21,Ch21_U2,3090670,77.26675
Ch51,Ch51_U1,3090680,77.267
Ch0,Ch0_U1,3090682,77.26705
Ch19,Ch19_U2,3090688,77.2672
Ch36,Ch36_U2,3090688,77.2672
Ch31,Ch31_U2,3090690,77.26725
Ch51,Ch51_U1,3090694,77.26735
Ch36,Ch36_U3,3090695,77.267375
Ch51,Ch51_U1,3090732,77.2683
Ch36,Ch36_U1,3090752,77.2688
Ch36,Ch36_U2,3090768,77.2692
Ch0,Ch0_U1,3090775,77.269375
Ch36,Ch36_U2,3090782,77.26955
Ch29,Ch29_U2,3090824,77.2706
Ch36,Ch36_U2,3090841,77.271025
Ch51,Ch51_U1,3090842,77.27105
Ch40,Ch40_U1,3090845,77.271125
Ch51,Ch51_U1,3090863,77.271575
Ch0,Ch0_U1,3090869,77.271725
Ch51,Ch51_U1,3090908,77.2727
Ch0,Ch0_U1,3091027,77.275675
Ch30,Ch30_U1,3091050,77.27625
Ch0,Ch0_U1,3091222,77.28055
Ch30,Ch30_U2,3091348,77.2837
Ch26,Ch26_U2,3091398,77.28495
Ch31,Ch31_U1,3091401,77.285025
Ch29,Ch29_U2,3091499,77.287475
Ch54,Ch54_U3,3091533,77.288325
Ch30,Ch30_U1,3091540,77.2885
Ch31,Ch31_U1,3091582,77.28955
Ch26,Ch26_U4,3091599,77.289975
Ch0,Ch0_U1,3091627,77.290675
Ch54,Ch54_U2,3091638,77.29095
Ch21,Ch21_U2,3091763,77.294075
Ch26,Ch26_U2,3091768,77.2942
Ch44,Ch44_U1,3091834,77.29585
Ch26,Ch26_U2,3091873,77.296825
Ch54,Ch54_U3,3091890,77.29725
Ch30,Ch30_U2,3091969,77.299225
Ch54,Ch54_U2,3091971,77.299275
Ch26,Ch26_U4,3092003,77.300075
Ch21,Ch21_U2,3092058,77.30145
Ch30,Ch30_U2,3092062,77.30155
Ch0,Ch0_U1,3092081,77.302025
Ch30,Ch30_U2,3092195,77.304875
Ch26,Ch26_U4,3092201,77.305025
Ch51,Ch51_U1,3092215,77.305375
Ch51,Ch51_U1,3092230,77.30575
Ch0,Ch0_U1,3092265,77.306625
Ch36,Ch36_U1,3092356,77.3089
Ch30,Ch30_U2,3092369,77.309225
Ch36,Ch36_U2,3092377,77.309425
Ch22,Ch22_U2,3092388,77.3097
Ch36,Ch36_U2,3092390,77.30975
Ch29,Ch29_U2,3092416,77.3104
Ch0,Ch0_U1,3092436,77.3109
Ch0,Ch0_U1,3092478,77.31195
Ch30,Ch30_U2,3092532,77.3133
Ch21,Ch21_U2,3092605,77.315125
Ch16,Ch16_U1,3092614,77.31535
Ch30,Ch30_U1,3092669,77.316725
Ch0,Ch0_U1,3092706,77.31765
Ch37,Ch37_U1,3092742,77.31855
Ch36,Ch36_U1,3092802,77.32005
Ch30,Ch30_U2,3092809,77.320225
Ch31,Ch31_U2,3092814,77.32035
Ch0,Ch0_U1,3092940,77.3235
Ch38,Ch38_U3,3093024,77.3256
Ch36,Ch36_U2,3093044,77.3261
Ch26,Ch26_U2,3093064,77.3266
Ch16,Ch16_U1,3093157,77.328925
Ch26,Ch26_U4,3093193,77.329825
Ch30,Ch30_U3,3093207,77.330175
Ch0,Ch0_U1,3093256,77.3314
Ch26,Ch26_U4,3093311,77.332775
Ch31,Ch31_U1,3093320,77.333
Ch30,Ch30_U1,3093538,77.33845
Ch54,Ch54_U3,3093547,77.338675
Ch0,Ch0_U1,3093555,77.338875
Ch54,Ch54_U2,3093714,77.34285
Ch30,Ch30_U1,3093719,77.342975
Ch51,Ch51_U1,3093767,77.344175
Ch54,Ch54_U3,3093810,77.34525
Ch26,Ch26_U4,3093874,77.34685
Ch54,Ch54_U2,3094064,77.3516
Ch30,Ch30_U2,3094264,77.3566
Ch54,Ch54_U3,3094318,77.35795
Ch30,Ch30_U1,3094578,77.36445
Ch54,Ch54_U3,3094664,77.3666
Ch54,Ch54_U3,3094810,77.37025
Ch30,Ch30_U2,3094938,77.37345
Ch54,Ch54_U3,3095132,77.3783
Ch51,Ch51_U1,3095177,77.379425
Ch26,Ch26_U4,3095192,77.3798
Ch30,Ch30_U2,3095270,77.38175
Ch31,Ch31_U1,3095276,77.3819
Ch54,Ch54_U2,3095323,77.383075
Ch26,Ch26_U4,3095535,77.388375
Ch31,Ch31_U2,3095617,77.390425
Ch26,Ch26_U2,3095736,77.3934
Ch54,Ch54_U2,3096321,77.408025
Ch30,Ch30_U2,3096459,77.411475
Ch22,Ch22_U1,3096643,77.416075
Ch54,Ch54_U3,3097188,77.4297
Ch26,Ch26_U2,3097565,77.439125
Ch44,Ch44_U1,3097782,77.44455
Ch54,Ch54_U3,3097782,77.44455
Ch26,Ch26_U4,3097885,77.447125
Ch26,Ch26_U4,3098802,77.47005
Ch52,Ch52_U2,3098976,77.4744
Ch26,Ch26_U4,3099390,77.48475
Ch52,Ch52_U2,3099483,77.487075
Ch20,Ch20_U1,3157577,78.939425
Ch6,Ch6_U2,3157660,78.9415
Ch19,Ch19_U1,3157672,78.9418
Ch8,Ch8_U1,3157674,78.94185
Ch18,Ch18_U1,3157690,78.94225
Ch20,Ch20_U2,3157702,78.94255
Ch13,Ch13_U1,3157726,78.94315
Ch0,Ch0_U1,3157730,78.94325
Ch6,Ch6_U2,3157744,78.9436
Ch0,Ch0_U1,3157745,78.943625
Ch12,Ch12_U1,3157749,78.943725
Ch13,Ch13_U2,3157749,78.943725
Ch26,Ch26_U2,3157753,78.943825
Ch20,Ch20_U3,3157759,78.943975
Ch31,Ch31_U2,3157759,78.943975
Ch29,Ch29_U2,3157761,78.944025
Ch32,Ch32_U1,3157765,78.944125
Ch0,Ch0_U1,3157770,78.94425
Ch12,Ch12_U1,3157777,78.944425
Ch26,Ch26_U1,3157779,78.944475
Ch53,Ch53_U1,3157781,78.944525
Ch0,Ch0_U1,3157784,78.9446
Ch7,Ch7_U1,3157788,78.9447
Ch52,Ch52_U1,3157788,78.9447
Ch5,Ch5_U1,3157789,78.944725
Ch38,Ch38_U1,3157791,78.944775
Ch54,Ch54_U3,3157791,78.944775
Ch8,Ch8_U2,3157795,78.944875
Ch34,Ch34_U1,3157808,78.9452
Ch51,Ch51_U1,3157810,78.94525
Ch8,Ch8_U1,3157817,78.945425
Ch19,Ch19_U5,3157820,78.9455
Ch6,Ch6_U2,3157830,78.94575
Ch37,Ch37_U1,3157830,78.94575
Ch51,Ch51_U1,3157831,78.945775
Ch8,Ch8_U1,3157833,78.945825
Ch20,Ch20_U4,3157833,78.945825
Ch6,Ch6_U1,3157835,78.945875
Ch2,Ch2_U1,3157850,78.94625
Ch6,Ch6_U1,3157851,78.946275
Ch20,Ch20_U4,3157851,78.946275
Ch47,Ch47_U1,3157870,78.94675
Ch6,Ch6_U2,3157873,78.946825
Ch22,Ch22_U2,3157878,78.94695
Ch29,Ch29_U2,3157885,78.947125
Ch0,Ch0_U1,3157892,78.9473
Ch26,Ch26_U2,3157899,78.947475
Ch12,Ch12_U1,3157901,78.947525
Ch20,Ch20_U4,3157901,78.947525
Ch38,Ch38_U3,3157902,78.94755
Ch37,Ch37_U1,3157913,78.947825
Ch32,Ch32_U2,3157915,78.947875
Ch38,Ch38_U2,3157922,78.94805
Ch54,Ch54_U2,3157928,78.9482
Ch51,Ch51_U1,3157933,78.948325
Ch30,Ch30_U2,3157954,78.94885
Ch19,Ch19_U5,3157964,78.9491
Ch3,Ch3_U1,3157966,78.94915
Ch38,Ch38_U3,3157970,78.94925
Ch8,Ch8_U2,3157974,78.94935
Ch51,Ch51_U1,3157974,78.94935
Ch21,Ch21_U1,3157983,78.949575
Ch30,Ch30_U1,3157991,78.949775
Ch47,Ch47_U2,3158001,78.950025
Ch6,Ch6_U2,3158003,78.950075
Ch30,Ch30_U2,3158005,78.950125
Ch51,Ch51_U1,3158007,78.950175
Ch31,Ch31_U1,3158011,78.950275
Ch54,Ch54_U1,3158029,78.950725
Ch12,Ch12_U1,3158029,78.950725
Ch52,Ch52_U5,3158034,78.95085
Ch36,Ch36_U2,3158039,78.950975
Ch8,Ch8_U1,3158040,78.951
Ch52,Ch52_U2,3158040,78.951
Ch47,Ch47_U2,3158044,78.9511
Ch51,Ch51_U1,3158048,78.9512
Ch16,Ch16_U1,3158050,78.95125
Ch8,Ch8_U1,3158075,78.951875
Ch0,Ch0_U1,3158087,78.952175
Ch30,Ch30_U4,3158102,78.95255
Ch51,Ch51_U1,3158104,78.9526
Ch6,Ch6_U1,3158107,78.952675
Ch51,Ch51_U1,3158118,78.95295
Ch30,Ch30_U2,3158148,78.9537
Ch54,Ch54_U3,3158155,78.953875
Ch55,Ch55_U1,3158156,78.9539
Ch22,Ch22_U1,3158171,78.954275
Ch51,Ch51_U1,3158177,78.954425
Ch30,Ch30_U2,3158194,78.95485
Ch51,Ch51_U1,3158210,78.95525
Ch36,Ch36_U2,3158219,78.955475
Ch38,Ch38_U3,3158222,78.95555
Ch36,Ch36_U2,3158237,78.955925
Ch21,Ch21_U2,3158247,78.956175
Ch54,Ch54_U2,3158273,78.956825
Ch8,Ch8_U2,3158274,78.95685
Ch51,Ch51_U1,3158275,78.956875
Ch8,Ch8_U2,3158291,78.957275
Ch51,Ch51_U1,3158304,78.9576
Ch36,Ch36_U1,3158317,78.957925
Ch31,Ch31_U1,3158326,78.95815
Ch36,Ch36_U2,3158332,78.9583
Ch0,Ch0_U1,3158354,78.95885
Ch51,Ch51_U1,3158367,78.959175
Ch51,Ch51_U1,3158378,78.95945
Ch40,Ch40_U1,3158398,78.95995
Ch51,Ch51_U1,3158460,78.9615
Ch51,Ch51_U1,3158562,78.96405
Ch30,Ch30_U1,3158577,78.964425
Ch36,Ch36_U2,3158587,78.964675
Ch0,Ch0_U1,3158619,78.965475
Ch30,Ch30_U2,3158859,78.971475
Ch31,Ch31_U2,3159010,78.97525
Ch26,Ch26_U2,3159065,78.976625
Ch0,Ch0_U1,3159078,78.97695
Ch30,Ch30_U1,3159154,78.97885
Ch36,Ch36_U2,3159163,78.979075
Ch26,Ch26_U4,3159192,78.9798
Ch30,Ch30_U2,3159285,78.982125
Ch26,Ch26_U2,3159298,78.98245
Ch54,Ch54_U4,3159413,78.985325
Ch30,Ch30_U1,3159433,78.985825
Ch26,Ch26_U3,3159458,78.98645
Ch54,Ch54_U2,3159505,78.987625
Ch30,Ch30_U2,3159525,78.988125
Ch6,Ch6_U1,3159645,78.991125
Ch51,Ch51_U1,3159651,78.991275
Ch0,Ch0_U1,3159657,78.991425
Ch30,Ch30_U2,3159660,78.9915
Ch36,Ch36_U1,3159660,78.9915
Ch26,Ch26_U2,3159666,78.99165
Ch51,Ch51_U1,3159681,78.992025
Ch51,Ch51_U1,3159796,78.9949
Ch54,Ch54_U3,3159819,78.995475
Ch26,Ch26_U2,3159825,78.995625
Ch30,Ch30_U2,3159835,78.995875
Ch37,Ch37_U1,3159955,78.998875
Ch30,Ch30_U1,3160037,79.000925
Ch51,Ch51_U1,3160059,79.001475
Ch26,Ch26_U3,3160067,79.001675
Ch54,Ch54_U3,3160149,79.003725
Ch21,Ch21_U2,3160186,79.00465
Ch30,Ch30_U2,3160186,79.00465
Ch31,Ch31_U2,3160192,79.0048
Ch30,Ch30_U1,3160328,79.0082
Ch54,Ch54_U4,3160334,79.00835
Ch0,Ch0_U1,3160346,79.00865
Ch0,Ch0_U1,3160357,79.008925
Ch51,Ch51_U1,3160541,79.013525
Ch30,Ch30_U1,3160553,79.013825
Ch31,Ch31_U2,3160559,79.013975
Ch54,Ch54_U2,3160614,79.01535
Ch0,Ch0_U1,3160817,79.020425
Ch26,Ch26_U4,3160932,79.0233
Ch8,Ch8_U2,3161029,79.025725
Ch26,Ch26_U4,3161037,79.025925
Ch51,Ch51_U1,3161073,79.026825
Ch54,Ch54_U2,3161092,79.0273
Ch30,Ch30_U2,3161124,79.0281
Ch54,Ch54_U2,3161238,79.03095
Ch31,Ch31_U1,3161273,79.031825
Ch54,Ch54_U2,3161405,79.035125
Ch30,Ch30_U1,3161486,79.03715
Ch26,Ch26_U2,3161511,79.037775
Ch31,Ch31_U1,3161555,79.038875
Ch30,Ch30_U1,3161670,79.04175
Ch51,Ch51_U1,3161738,79.04345
Ch30,Ch30_U1,3161820,79.0455
Ch26,Ch26_U4,3161925,79.048125
Ch30,Ch30_U1,3162508,79.0627
Ch54,Ch54_U2,3162569,79.064225
Ch54,Ch54_U2,3162788,79.0697
Ch30,Ch30_U1,3162912,79.0728
Ch44,Ch44_U2,3162914,79.07285
Ch26,Ch26_U4,3162953,79.073825
Ch54,Ch54_U3,3163057,79.076425
Ch31,Ch31_U1,3163235,79.080875
Ch26,Ch26_U4,3163323,79.083075
Ch54,Ch54_U2,3163654,79.09135
Ch26,Ch26_U4,3163666,79.09165
Ch26,Ch26_U4,3164038,79.10095
Ch30,Ch30_U2,3164387,79.109675
Ch54,Ch54_U3,3164523,79.113075
Ch30,Ch30_U2,3164618,79.11545
Ch22,Ch22_U1,3164715,79.117875
Ch31,Ch31_U1,3164936,79.1234
Ch54,Ch54_U3,3165065,79.126625
Ch26,Ch26_U4,3165222,79.13055
Ch54,Ch54_U3,3165520,79.138
Ch52,Ch52_U3,3166250,79.15625
Ch30,Ch30_U1,3166420,79.1605
Ch26,Ch26_U4,3166467,79.161675
Ch52,Ch52_U2,3166799,79.169975
Ch30,Ch30_U2,3166979,79.174475
Ch26,Ch26_U2,3167059,79.176475
Ch26,Ch26_U3,3167717,79.192925
Ch20,Ch20_U1,3221971,80.549275
Ch18,Ch18_U1,3222043,80.551075
Ch19,Ch19_U1,3222050,80.55125
Ch8,Ch8_U2,3222055,80.551375
Ch6,Ch6_U2,3222080,80.552
Ch30,Ch30_U2,3222081,80.552025
Ch31,Ch31_U2,3222085,80.552125
Ch0,Ch0_U1,3222090,80.55225
Ch20,Ch20_U2,3222094,80.55235
Ch8,Ch8_U1,3222102,80.55255
Ch13,Ch13_U1,3222104,80.5526
Ch34,Ch34_U1,3222108,80.5527
Ch52,Ch52_U1,3222113,80.552825
Ch20,Ch20_U3,3222117,80.552925
Ch26,Ch26_U2,3222117,80.552925
Ch32,Ch32_U1,3222127,80.553175
Ch0,Ch0_U1,3222130,80.55325
Ch6,Ch6_U2,3222131,80.553275
Ch26,Ch26_U2,3222132,80.5533
Ch54,Ch54_U2,3222133,80.553325
Ch19,Ch19_U2,3222134,80.55335
Ch26,Ch26_U1,3222147,80.553675
Ch5,Ch5_U1,3222153,80.553825
Ch30,Ch30_U2,3222153,80.553825
Ch0,Ch0_U1,3222155,80.553875
Ch3,Ch3_U1,3222157,80.553925
Ch12,Ch12_U1,3222158,80.55395
Ch51,Ch51_U1,3222159,80.553975
Ch38,Ch38_U1,3222160,80.554
Ch6,Ch6_U2,3222163,80.554075
Ch36,Ch36_U2,3222163,80.554075
Ch18,Ch18_U2,3222164,80.5541
Ch55,Ch55_U1,3222165,80.554125
Ch7,Ch7_U1,3222169,80.554225
Ch18,Ch18_U2,3222177,80.554425
Ch8,Ch8_U1,3222189,80.554725
Ch20,Ch20_U4,3222193,80.554825
Ch52,Ch52_U2,3222194,80.55485
Ch19,Ch19_U5,3222196,80.5549
Ch36,Ch36_U2,3222198,80.55495
Ch8,Ch8_U2,3222199,80.554975
Ch37,Ch37_U1,3222199,80.554975
Ch51,Ch51_U1,3222208,80.5552
Ch20,Ch20_U4,3222210,80.55525
Ch52,Ch52_U2,3222210,80.55525
Ch54,Ch54_U2,3222210,80.55525
Ch36,Ch36_U2,3222221,80.555525
Ch36,Ch36_U2,3222235,80.555875
Ch26,Ch26_U2,3222237,80.555925
Ch47,Ch47_U1,3222240,80.556
Ch30,Ch30_U2,3222243,80.556075
Ch52,Ch52_U2,3222247,80.556175
Ch0,Ch0_U1,3222248,80.5562
Ch12,Ch12_U1,3222251,80.556275
Ch51,Ch51_U1,3222262,80.55655
Ch51,Ch51_U1,3222277,80.556925
Ch54,Ch54_U3,3222279,80.556975
Ch6,Ch6_U2,3222281,80.557025
Ch51,Ch51_U1,3222291,80.557275
Ch54,Ch54_U1,3222297,80.557425
Ch5,Ch5_U1,3222309,80.557725
Ch0,Ch0_U1,3222315,80.557875
Ch30,Ch30_U2,3222321,80.558025
Ch30,Ch30_U2,3222338,80.55845
Ch47,Ch47_U2,3222360,80.559
Ch51,Ch51_U1,3222376,80.5594
Ch8,Ch8_U2,3222377,80.559425
Ch54,Ch54_U2,3222386,80.55965
Ch52,Ch52_U5,3222391,80.559775
Ch21,Ch21_U1,3222392,80.5598
Ch51,Ch51_U1,3222394,80.55985
Ch6,Ch6_U2,3222420,80.5605
Ch16,Ch16_U1,3222421,80.560525
Ch12,Ch12_U1,3222423,80.560575
Ch26,Ch26_U4,3222428,80.5607
Ch51,Ch51_U1,3222435,80.560875
Ch0,Ch0_U1,3222441,80.561025
Ch6,Ch6_U1,3222451,80.561275
Ch51,Ch51_U1,3222471,80.561775
Ch38,Ch38_U3,3222484,80.5621
Ch31,Ch31_U2,3222495,80.562375
Ch36,Ch36_U2,3222504,80.5626
Ch58,Ch58_U1,3222509,80.562725
Ch26,Ch26_U2,3222515,80.562875
Ch0,Ch0_U1,3222516,80.5629
Ch51,Ch51_U1,3222525,80.563125
Ch51,Ch51_U1,3222556,80.5639
Ch55,Ch55_U1,3222561,80.564025
Ch51,Ch51_U1,3222573,80.564325
Ch16,Ch16_U1,3222574,80.56435
Ch30,Ch30_U4,3222582,80.56455
Ch36,Ch36_U2,3222586,80.56465
Ch31,Ch31_U2,3222588,80.5647
Ch36,Ch36_U2,3222602,80.56505
Ch36,Ch36_U1,3222651,80.566275
Ch51,Ch51_U1,3222668,80.5667
Ch36,Ch36_U3,3222672,80.5668
Ch40,Ch40_U1,3222717,80.567925
Ch36,Ch36_U2,3222737,80.568425
Ch51,Ch51_U1,3222768,80.5692
Ch0,Ch0_U1,3222801,80.570025
Ch51,Ch51_U1,3222862,80.57155
Ch36,Ch36_U2,3222894,80.57235
Ch0,Ch0_U1,3222907,80.572675
Ch51,Ch51_U1,3222947,80.573675
Ch0,Ch0_U1,3223066,80.57665
Ch44,Ch44_U1,3223069,80.576725
Ch30,Ch30_U2,3223263,80.581575
Ch0,Ch0_U1,3223272,80.5818
Ch54,Ch54_U3,3223349,80.583725
Ch30,Ch30_U1,3223374,80.58435
Ch0,Ch0_U1,3223446,80.58615
Ch30,Ch30_U2,3223458,80.58645
Ch54,Ch54_U3,3223475,80.586875
Ch36,Ch36_U2,3223617,80.590425
Ch26,Ch26_U2,3223635,80.590875
Ch0,Ch0_U1,3223647,80.591175
Ch30,Ch30_U2,3223812,80.5953
Ch22,Ch22_U2,3223826,80.59565
Ch8,Ch8_U2,3223828,80.5957
Ch26,Ch26_U3,3223839,80.595975
Ch8,Ch8_U1,3223926,80.59815
Ch21,Ch21_U2,3224000,80.6
