Electrode_ID,Neuron_ID,Spike_Frame,Spike_Time_Seconds
Ch36,Ch36_U1,10673574,266.83935
Ch36,Ch36_U2,10673596,266.8399
Ch55,Ch55_U1,10673619,266.840475
Ch40,Ch40_U1,10673635,266.840875
Ch51,Ch51_U1,10673647,266.841175
Ch36,Ch36_U2,10673694,266.84235
Ch0,Ch0_U1,10673777,266.844425
Ch30,Ch30_U2,10674038,266.85095
Ch51,Ch51_U1,10674177,266.854425
Ch30,Ch30_U2,10674198,266.85495
Ch30,Ch30_U1,10674259,266.856475
Ch54,Ch54_U3,10674404,266.8601
Ch30,Ch30_U2,10674408,266.8602
Ch26,Ch26_U2,10674430,266.86075
Ch31,Ch31_U2,10674454,266.86135
Ch21,Ch21_U2,10674458,266.86145
Ch0,Ch0_U1,10674470,266.86175
Ch8,Ch8_U2,10674501,266.862525
Ch54,Ch54_U3,10674586,266.86465
Ch38,Ch38_U3,10674597,266.864925
Ch30,Ch30_U1,10674599,266.864975
Ch0,Ch0_U1,10674677,266.866925
Ch22,Ch22_U1,10674694,266.86735
Ch54,Ch54_U3,10674710,266.86775
Ch29,Ch29_U2,10674827,266.870675
Ch21,Ch21_U2,10674856,266.8714
Ch30,Ch30_U2,10674857,266.871425
Ch31,Ch31_U2,10674863,266.871575
Ch22,Ch22_U1,10674866,266.87165
Ch36,Ch36_U2,10674868,266.8717
Ch51,Ch51_U1,10674879,266.871975
Ch0,Ch0_U1,10674904,266.8726
Ch47,Ch47_U2,10675003,266.875075
Ch16,Ch16_U1,10675066,266.87665
Ch30,Ch30_U1,10675077,266.876925
Ch54,Ch54_U3,10675091,266.877275
Ch0,Ch0_U1,10675123,266.878075
Ch38,Ch38_U3,10675137,266.878425
Ch30,Ch30_U2,10675219,266.880475
Ch51,Ch51_U1,10675263,266.881575
Ch30,Ch30_U1,10675351,266.883775
Ch54,Ch54_U3,10675458,266.88645
Ch52,Ch52_U3,10675459,266.886475
Ch54,Ch54_U2,10675566,266.88915
Ch0,Ch0_U1,10675576,266.8894
Ch30,Ch30_U2,10675577,266.889425
Ch36,Ch36_U2,10675577,266.889425
Ch36,Ch36_U1,10675587,266.889675
Ch54,Ch54_U3,10675697,266.892425
Ch51,Ch51_U1,10675703,266.892575
Ch29,Ch29_U3,10675746,266.89365
Ch30,Ch30_U1,10675773,266.894325
Ch26,Ch26_U2,10675788,266.8947
Ch30,Ch30_U1,10675788,266.8947
Ch30,Ch30_U2,10675882,266.89705
Ch54,Ch54_U3,10675988,266.8997
Ch30,Ch30_U2,10676047,266.901175
Ch0,Ch0_U1,10676055,266.901375
Ch30,Ch30_U2,10676146,266.90365
Ch29,Ch29_U2,10676149,266.903725
Ch26,Ch26_U4,10676289,266.907225
Ch30,Ch30_U1,10676298,266.90745
Ch0,Ch0_U1,10676307,266.907675
Ch51,Ch51_U1,10676473,266.911825
Ch54,Ch54_U3,10676478,266.91195
Ch26,Ch26_U4,10676501,266.912525
Ch30,Ch30_U2,10676563,266.914075
Ch0,Ch0_U1,10676593,266.914825
Ch54,Ch54_U2,10676622,266.91555
Ch30,Ch30_U2,10676743,266.918575
Ch26,Ch26_U4,10676773,266.919325
Ch54,Ch54_U2,10676798,266.91995
Ch26,Ch26_U2,10676895,266.922375
Ch30,Ch30_U1,10676909,266.922725
Ch31,Ch31_U1,10676914,266.92285
Ch54,Ch54_U3,10677024,266.9256
Ch30,Ch30_U1,10677142,266.92855
Ch51,Ch51_U1,10677160,266.929
Ch52,Ch52_U3,10677167,266.929175
Ch54,Ch54_U2,10677339,266.933475
Ch26,Ch26_U4,10677428,266.9357
Ch30,Ch30_U1,10677518,266.93795
Ch54,Ch54_U3,10677544,266.9386
Ch26,Ch26_U4,10677645,266.941125
Ch30,Ch30_U1,10677853,266.946325
Ch30,Ch30_U1,10678230,266.95575
Ch31,Ch31_U2,10678357,266.958925
Ch54,Ch54_U2,10678394,266.95985
Ch30,Ch30_U2,10678626,266.96565
Ch26,Ch26_U4,10678637,266.965925
Ch54,Ch54_U3,10678858,266.97145
Ch30,Ch30_U1,10678950,266.97375
Ch26,Ch26_U2,10679013,266.975325
Ch54,Ch54_U3,10679392,266.9848
Ch30,Ch30_U2,10679809,266.995225
Ch54,Ch54_U3,10679834,266.99585
Ch26,Ch26_U2,10680185,267.004625
Ch54,Ch54_U3,10680324,267.0081
Ch54,Ch54_U2,10680922,267.02305
Ch26,Ch26_U4,10681569,267.039225
Ch52,Ch52_U2,10681641,267.041025
Ch54,Ch54_U3,10681847,267.046175
Ch52,Ch52_U2,10682357,267.058925
Ch20,Ch20_U1,10743224,268.5806
Ch6,Ch6_U2,10743327,268.583175
Ch20,Ch20_U2,10743353,268.583825
Ch19,Ch19_U1,10743370,268.58425
Ch18,Ch18_U1,10743371,268.584275
Ch0,Ch0_U1,10743405,268.585125
Ch8,Ch8_U2,10743409,268.585225
Ch26,Ch26_U2,10743411,268.585275
Ch0,Ch0_U1,10743418,268.58545
Ch31,Ch31_U1,10743422,268.58555
Ch30,Ch30_U2,10743423,268.585575
Ch13,Ch13_U1,10743429,268.585725
Ch26,Ch26_U2,10743436,268.5859
Ch6,Ch6_U2,10743439,268.585975
Ch32,Ch32_U1,10743447,268.586175
Ch34,Ch34_U1,10743451,268.586275
Ch6,Ch6_U2,10743456,268.5864
Ch0,Ch0_U1,10743456,268.5864
Ch26,Ch26_U3,10743460,268.5865
Ch8,Ch8_U1,10743469,268.586725
Ch12,Ch12_U1,10743473,268.586825
Ch0,Ch0_U1,10743475,268.586875
Ch26,Ch26_U1,10743480,268.587
Ch51,Ch51_U1,10743485,268.587125
Ch7,Ch7_U1,10743487,268.587175
Ch55,Ch55_U1,10743487,268.587175
Ch31,Ch31_U1,10743500,268.5875
Ch5,Ch5_U1,10743502,268.58755
Ch20,Ch20_U4,10743508,268.5877
Ch38,Ch38_U1,10743512,268.5878
Ch19,Ch19_U4,10743515,268.587875
Ch55,Ch55_U1,10743517,268.587925
Ch54,Ch54_U3,10743518,268.58795
Ch8,Ch8_U1,10743524,268.5881
Ch52,Ch52_U1,10743537,268.588425
Ch29,Ch29_U2,10743539,268.588475
Ch51,Ch51_U1,10743542,268.58855
Ch37,Ch37_U1,10743543,268.588575
Ch32,Ch32_U2,10743566,268.58915
Ch8,Ch8_U2,10743568,268.5892
Ch0,Ch0_U1,10743570,268.58925
Ch26,Ch26_U2,10743572,268.5893
Ch30,Ch30_U1,10743573,268.589325
Ch3,Ch3_U1,10743574,268.58935
Ch47,Ch47_U1,10743580,268.5895
Ch39,Ch39_U1,10743585,268.589625
Ch12,Ch12_U1,10743593,268.589825
Ch20,Ch20_U4,10743599,268.589975
Ch8,Ch8_U2,10743600,268.59
Ch38,Ch38_U1,10743619,268.590475
Ch22,Ch22_U1,10743653,268.591325
Ch30,Ch30_U2,10743655,268.591375
Ch0,Ch0_U1,10743671,268.591775
Ch51,Ch51_U1,10743676,268.5919
Ch29,Ch29_U2,10743681,268.592025
Ch54,Ch54_U3,10743686,268.59215
Ch5,Ch5_U1,10743690,268.59225
Ch51,Ch51_U1,10743691,268.592275
Ch21,Ch21_U1,10743697,268.592425
Ch51,Ch51_U1,10743705,268.592625
Ch8,Ch8_U1,10743725,268.593125
Ch26,Ch26_U4,10743726,268.59315
Ch47,Ch47_U2,10743736,268.5934
Ch30,Ch30_U1,10743742,268.59355
Ch54,Ch54_U1,10743744,268.5936
Ch31,Ch31_U2,10743748,268.5937
Ch16,Ch16_U1,10743757,268.593925
Ch54,Ch54_U2,10743760,268.594
Ch12,Ch12_U1,10743764,268.5941
Ch44,Ch44_U1,10743765,268.594125
Ch40,Ch40_U1,10743776,268.5944
Ch51,Ch51_U1,10743796,268.5949
Ch26,Ch26_U4,10743797,268.594925
Ch0,Ch0_U1,10743806,268.59515
Ch51,Ch51_U1,10743812,268.5953
Ch44,Ch44_U1,10743819,268.595475
Ch26,Ch26_U2,10743845,268.596125
Ch30,Ch30_U2,10743845,268.596125
Ch31,Ch31_U1,10743851,268.596275
Ch36,Ch36_U2,10743852,268.5963
Ch51,Ch51_U1,10743867,268.596675
Ch17,Ch17_U1,10743872,268.5968
Ch51,Ch51_U1,10743881,268.597025
Ch51,Ch51_U1,10743896,268.5974
Ch21,Ch21_U2,10743928,268.5982
Ch31,Ch31_U1,10743928,268.5982
Ch30,Ch30_U2,10743930,268.59825
Ch36,Ch36_U2,10743934,268.59835
Ch51,Ch51_U1,10743989,268.599725
Ch38,Ch38_U3,10744003,268.600075
Ch30,Ch30_U1,10744004,268.6001
Ch36,Ch36_U3,10744014,268.60035
Ch51,Ch51_U1,10744028,268.6007
Ch36,Ch36_U1,10744028,268.6007
Ch31,Ch31_U1,10744041,268.601025
Ch36,Ch36_U2,10744050,268.60125
Ch0,Ch0_U1,10744056,268.6014
Ch52,Ch52_U3,10744061,268.601525
Ch51,Ch51_U1,10744063,268.601575
Ch36,Ch36_U2,10744135,268.603375
Ch51,Ch51_U1,10744138,268.60345
Ch51,Ch51_U1,10744180,268.6045
Ch51,Ch51_U1,10744198,268.60495
Ch30,Ch30_U2,10744206,268.60515
Ch31,Ch31_U1,10744212,268.6053
Ch51,Ch51_U1,10744274,268.60685
Ch36,Ch36_U2,10744290,268.60725
Ch26,Ch26_U2,10744319,268.607975
Ch51,Ch51_U1,10744321,268.608025
Ch47,Ch47_U2,10744378,268.60945
Ch26,Ch26_U4,10744458,268.61145
Ch30,Ch30_U1,10744558,268.61395
Ch51,Ch51_U1,10744587,268.614675
Ch30,Ch30_U2,10744650,268.61625
Ch31,Ch31_U1,10744656,268.6164
Ch26,Ch26_U4,10744658,268.61645
Ch36,Ch36_U2,10744699,268.617475
Ch51,Ch51_U1,10744830,268.62075
Ch26,Ch26_U4,10744838,268.62095
Ch51,Ch51_U1,10744857,268.621425
Ch29,Ch29_U3,10744875,268.621875
Ch22,Ch22_U1,10744882,268.62205
Ch54,Ch54_U3,10744913,268.622825
Ch26,Ch26_U4,10744920,268.623
Ch26,Ch26_U2,10745078,268.62695
Ch36,Ch36_U2,10745089,268.627225
Ch30,Ch30_U1,10745090,268.62725
Ch54,Ch54_U3,10745233,268.630825
Ch36,Ch36_U2,10745311,268.632775
Ch0,Ch0_U1,10745323,268.633075
Ch54,Ch54_U3,10745327,268.633175
Ch36,Ch36_U2,10745488,268.6372
Ch16,Ch16_U1,10745500,268.6375
Ch21,Ch21_U2,10745516,268.6379
Ch26,Ch26_U2,10745520,268.638
Ch51,Ch51_U1,10745527,268.638175
Ch36,Ch36_U1,10745692,268.6423
Ch54,Ch54_U2,10745720,268.643
Ch54,Ch54_U3,10745839,268.645975
Ch51,Ch51_U1,10745927,268.648175
Ch30,Ch30_U2,10745936,268.6484
Ch52,Ch52_U2,10745940,268.6485
Ch0,Ch0_U1,10746001,268.650025
Ch26,Ch26_U4,10746098,268.65245
Ch26,Ch26_U2,10746217,268.655425
Ch0,Ch0_U1,10746221,268.655525
Ch54,Ch54_U2,10746237,268.655925
Ch36,Ch36_U1,10746332,268.6583
Ch54,Ch54_U3,10746338,268.65845
Ch30,Ch30_U2,10746367,268.659175
Ch51,Ch51_U1,10746409,268.660225
Ch0,Ch0_U1,10746464,268.6616
Ch54,Ch54_U2,10746605,268.665125
Ch30,Ch30_U2,10746610,268.66525
Ch30,Ch30_U1,10746695,268.667375
Ch54,Ch54_U2,10746801,268.670025
Ch51,Ch51_U1,10746903,268.672575
Ch26,Ch26_U2,10746935,268.673375
Ch30,Ch30_U1,10746954,268.67385
Ch54,Ch54_U2,10747181,268.679525
Ch30,Ch30_U2,10747231,268.680775
Ch26,Ch26_U4,10747533,268.688325
Ch30,Ch30_U2,10747553,268.688825
Ch30,Ch30_U2,10747649,268.691225
Ch54,Ch54_U2,10747718,268.69295
Ch26,Ch26_U4,10747859,268.696475
Ch30,Ch30_U1,10747860,268.6965
Ch51,Ch51_U1,10747882,268.69705
Ch54,Ch54_U2,10748158,268.70395
Ch30,Ch30_U2,10748199,268.704975
Ch26,Ch26_U2,10748445,268.711125
Ch54,Ch54_U2,10748477,268.711925
Ch31,Ch31_U2,10748501,268.712525
Ch54,Ch54_U3,10748823,268.720575
Ch30,Ch30_U1,10748833,268.720825
Ch26,Ch26_U4,10748854,268.72135
Ch30,Ch30_U2,10749009,268.725225
Ch26,Ch26_U4,10749551,268.738775
Ch30,Ch30_U1,10749618,268.74045
Ch30,Ch30_U2,10749989,268.749725
Ch26,Ch26_U4,10750011,268.750275
Ch30,Ch30_U2,10750700,268.7675
Ch26,Ch26_U4,10750854,268.77135
Ch54,Ch54_U3,10750900,268.7725
Ch30,Ch30_U2,10751188,268.7797
Ch54,Ch54_U2,10751642,268.79105
Ch26,Ch26_U4,10752923,268.823075
Ch52,Ch52_U2,10753181,268.829525
Ch20,Ch20_U1,10806886,270.17215
Ch19,Ch19_U1,10806956,270.1739
Ch18,Ch18_U1,10806962,270.17405
Ch54,Ch54_U2,10806969,270.174225
Ch19,Ch19_U4,10806970,270.17425
Ch0,Ch0_U1,10806995,270.174875
Ch26,Ch26_U4,10807004,270.1751
Ch20,Ch20_U2,10807009,270.175225
Ch0,Ch0_U1,10807014,270.17535
Ch30,Ch30_U1,10807015,270.175375
Ch8,Ch8_U2,10807017,270.175425
Ch13,Ch13_U1,10807021,270.175525
Ch6,Ch6_U1,10807027,270.175675
Ch26,Ch26_U2,10807027,270.175675
Ch12,Ch12_U1,10807032,270.1758
Ch0,Ch0_U1,10807035,270.175875
Ch31,Ch31_U2,10807038,270.17595
Ch6,Ch6_U2,10807043,270.176075
Ch34,Ch34_U1,10807045,270.176125
Ch32,Ch32_U1,10807050,270.17625
Ch20,Ch20_U3,10807056,270.1764
Ch0,Ch0_U1,10807065,270.176625
Ch29,Ch29_U2,10807065,270.176625
Ch38,Ch38_U1,10807067,270.176675
Ch12,Ch12_U1,10807072,270.1768
Ch30,Ch30_U2,10807087,270.177175
Ch3,Ch3_U1,10807088,270.1772
Ch52,Ch52_U1,10807091,270.177275
Ch31,Ch31_U1,10807093,270.177325
Ch29,Ch29_U3,10807097,270.177425
Ch6,Ch6_U1,10807098,270.17745
Ch22,Ch22_U2,10807101,270.177525
Ch53,Ch53_U1,10807102,270.17755
Ch51,Ch51_U1,10807103,270.177575
Ch54,Ch54_U2,10807104,270.1776
Ch5,Ch5_U1,10807105,270.177625
Ch37,Ch37_U1,10807115,270.177875
Ch19,Ch19_U5,10807116,270.1779
Ch0,Ch0_U1,10807117,270.177925
Ch8,Ch8_U1,10807134,270.17835
Ch51,Ch51_U1,10807142,270.17855
Ch2,Ch2_U1,10807144,270.1786
Ch29,Ch29_U2,10807144,270.1786
Ch20,Ch20_U4,10807155,270.178875
Ch38,Ch38_U3,10807168,270.1792
Ch47,Ch47_U1,10807174,270.17935
Ch54,Ch54_U3,10807186,270.17965
Ch6,Ch6_U2,10807193,270.179825
Ch20,Ch20_U4,10807199,270.179975
Ch12,Ch12_U1,10807201,270.180025
Ch12,Ch12_U1,10807214,270.18035
Ch8,Ch8_U1,10807215,270.180375
Ch0,Ch0_U1,10807234,270.18085
Ch54,Ch54_U1,10807237,270.180925
Ch51,Ch51_U1,10807246,270.18115
Ch3,Ch3_U1,10807262,270.18155
Ch51,Ch51_U1,10807268,270.1817
Ch26,Ch26_U2,10807270,270.18175
Ch26,Ch26_U1,10807279,270.181975
Ch51,Ch51_U1,10807315,270.182875
Ch21,Ch21_U1,10807321,270.183025
Ch47,Ch47_U2,10807327,270.183175
Ch8,Ch8_U1,10807333,270.183325
Ch38,Ch38_U2,10807347,270.183675
Ch51,Ch51_U1,10807348,270.1837
Ch30,Ch30_U1,10807367,270.184175
Ch12,Ch12_U1,10807374,270.18435
Ch36,Ch36_U2,10807375,270.184375
Ch51,Ch51_U1,10807379,270.184475
Ch54,Ch54_U2,10807383,270.184575
Ch0,Ch0_U1,10807386,270.18465
Ch6,Ch6_U2,10807395,270.184875
Ch26,Ch26_U4,10807399,270.184975
Ch51,Ch51_U1,10807416,270.1854
Ch37,Ch37_U1,10807417,270.185425
Ch31,Ch31_U1,10807449,270.186225
Ch21,Ch21_U2,10807454,270.18635
Ch16,Ch16_U1,10807468,270.1867
Ch0,Ch0_U1,10807488,270.1872
Ch54,Ch54_U2,10807510,270.18775
Ch51,Ch51_U1,10807513,270.187825
Ch26,Ch26_U2,10807527,270.188175
Ch51,Ch51_U1,10807536,270.1884
Ch30,Ch30_U1,10807545,270.188625
Ch36,Ch36_U2,10807566,270.18915
Ch29,Ch29_U2,10807575,270.189375
Ch51,Ch51_U1,10807593,270.189825
Ch30,Ch30_U2,10807604,270.1901
Ch51,Ch51_U1,10807615,270.190375
Ch36,Ch36_U1,10807652,270.1913
Ch36,Ch36_U2,10807674,270.19185
Ch36,Ch36_U2,10807720,270.193
Ch51,Ch51_U1,10807723,270.193075
Ch36,Ch36_U2,10807749,270.193725
Ch51,Ch51_U1,10807767,270.194175
Ch36,Ch36_U1,10807780,270.1945
Ch51,Ch51_U1,10807814,270.19535
Ch0,Ch0_U1,10807951,270.198775
Ch22,Ch22_U1,10808129,270.203225
Ch22,Ch22_U1,10808255,270.206375
Ch36,Ch36_U1,10808365,270.209125
Ch30,Ch30_U2,10808387,270.209675
Ch0,Ch0_U1,10808424,270.2106
Ch30,Ch30_U2,10808581,270.214525
Ch30,Ch30_U1,10808607,270.215175
Ch26,Ch26_U2,10808616,270.2154
Ch51,Ch51_U1,10808621,270.215525
Ch51,Ch51_U1,10808639,270.215975
Ch0,Ch0_U1,10808651,270.216275
Ch36,Ch36_U2,10808806,270.22015
Ch30,Ch30_U2,10808818,270.22045
Ch26,Ch26_U3,10808829,270.220725
Ch51,Ch51_U1,10808977,270.224425
Ch21,Ch21_U2,10808997,270.224925
Ch30,Ch30_U1,10809020,270.2255
Ch30,Ch30_U1,10809049,270.226225
Ch51,Ch51_U1,10809050,270.22625
Ch26,Ch26_U4,10809064,270.2266
Ch54,Ch54_U3,10809068,270.2267
Ch30,Ch30_U2,10809283,270.232075
Ch8,Ch8_U1,10809294,270.23235
Ch51,Ch51_U1,10809448,270.2362
Ch51,Ch51_U1,10809470,270.23675
Ch26,Ch26_U4,10809504,270.2376
Ch30,Ch30_U1,10809521,270.238025
Ch8,Ch8_U1,10809522,270.23805
Ch21,Ch21_U2,10809684,270.2421
Ch30,Ch30_U4,10809718,270.24295
Ch54,Ch54_U3,10809719,270.242975
Ch26,Ch26_U4,10809750,270.24375
Ch0,Ch0_U1,10809794,270.24485
Ch30,Ch30_U2,10809984,270.2496
Ch26,Ch26_U4,10809989,270.249725
Ch54,Ch54_U2,10810089,270.252225
Ch26,Ch26_U4,10810136,270.2534
Ch30,Ch30_U2,10810194,270.25485
Ch26,Ch26_U4,10810281,270.257025
Ch30,Ch30_U2,10810334,270.25835
Ch54,Ch54_U3,10810391,270.259775
Ch26,Ch26_U2,10810408,270.2602
Ch51,Ch51_U1,10810484,270.2621
Ch30,Ch30_U1,10810589,270.264725
Ch54,Ch54_U3,10810615,270.265375
Ch30,Ch30_U1,10810717,270.267925
Ch26,Ch26_U2,10810898,270.27245
Ch0,Ch0_U1,10810901,270.272525
Ch30,Ch30_U2,10810957,270.273925
Ch54,Ch54_U2,10811228,270.2807
Ch30,Ch30_U2,10811419,270.285475
Ch26,Ch26_U2,10811529,270.288225
Ch30,Ch30_U1,10811590,270.28975
Ch54,Ch54_U3,10811639,270.290975
Ch31,Ch31_U1,10811874,270.29685
Ch26,Ch26_U2,10811880,270.297
Ch54,Ch54_U2,10811887,270.297175
Ch26,Ch26_U4,10812221,270.305525
Ch30,Ch30_U1,10812229,270.305725
Ch54,Ch54_U2,10812453,270.311325
Ch26,Ch26_U4,10812542,270.31355
Ch54,Ch54_U2,10812838,270.32095
Ch30,Ch30_U2,10812876,270.3219
Ch26,Ch26_U4,10812892,270.3223
Ch30,Ch30_U2,10813205,270.330125
Ch54,Ch54_U2,10813320,270.333
Ch26,Ch26_U2,10813638,270.34095
Ch30,Ch30_U1,10813740,270.3435
Ch54,Ch54_U3,10813915,270.347875
Ch30,Ch30_U1,10814200,270.355
Ch54,Ch54_U2,10814224,270.3556
Ch54,Ch54_U3,10814746,270.36865
Ch26,Ch26_U2,10815126,270.37815
Ch54,Ch54_U3,10815232,270.3808
Ch26,Ch26_U2,10816347,270.408675
Ch52,Ch52_U2,10816418,270.41045
Ch54,Ch54_U3,10817178,270.42945
Ch20,Ch20_U1,10878279,271.956975
Ch54,Ch54_U2,10878353,271.958825
Ch18,Ch18_U1,10878356,271.9589
Ch19,Ch19_U1,10878359,271.958975
Ch32,Ch32_U3,10878407,271.960175
Ch20,Ch20_U2,10878409,271.960225
Ch26,Ch26_U2,10878419,271.960475
Ch0,Ch0_U1,10878423,271.960575
Ch34,Ch34_U1,10878431,271.960775
Ch54,Ch54_U2,10878432,271.9608
Ch13,Ch13_U1,10878436,271.9609
Ch6,Ch6_U1,10878436,271.9609
Ch6,Ch6_U2,10878444,271.9611
Ch26,Ch26_U4,10878445,271.961125
Ch12,Ch12_U1,10878454,271.96135
Ch0,Ch0_U1,10878461,271.961525
Ch32,Ch32_U1,10878461,271.961525
Ch6,Ch6_U2,10878471,271.961775
Ch22,Ch22_U1,10878474,271.96185
Ch5,Ch5_U1,10878478,271.96195
Ch51,Ch51_U1,10878478,271.96195
Ch0,Ch0_U1,10878479,271.961975
Ch26,Ch26_U2,10878480,271.962
Ch12,Ch12_U1,10878482,271.96205
Ch6,Ch6_U1,10878485,271.962125
Ch19,Ch19_U4,10878487,271.962175
Ch3,Ch3_U1,10878493,271.962325
Ch30,Ch30_U2,10878497,271.962425
Ch55,Ch55_U1,10878497,271.962425
Ch52,Ch52_U1,10878499,271.962475
Ch7,Ch7_U1,10878501,271.962525
Ch8,Ch8_U1,10878510,271.96275
Ch37,Ch37_U1,10878510,271.96275
Ch36,Ch36_U2,10878513,271.962825
Ch52,Ch52_U3,10878515,271.962875
Ch54,Ch54_U3,10878516,271.9629
Ch51,Ch51_U1,10878526,271.96315
Ch20,Ch20_U4,10878530,271.96325
Ch29,Ch29_U1,10878530,271.96325
Ch38,Ch38_U3,10878545,271.963625
Ch30,Ch30_U2,10878554,271.96385
Ch44,Ch44_U2,10878559,271.963975
Ch37,Ch37_U1,10878561,271.964025
Ch54,Ch54_U3,10878566,271.96415
Ch51,Ch51_U1,10878572,271.9643
Ch32,Ch32_U2,10878577,271.964425
Ch38,Ch38_U3,10878580,271.9645
Ch47,Ch47_U1,10878583,271.964575
Ch36,Ch36_U2,10878583,271.964575
Ch12,Ch12_U1,10878596,271.9649
Ch0,Ch0_U1,10878597,271.964925
Ch8,Ch8_U2,10878600,271.965
Ch51,Ch51_U1,10878618,271.96545
Ch0,Ch0_U1,10878623,271.965575
Ch30,Ch30_U2,10878626,271.96565
Ch12,Ch12_U1,10878627,271.965675
Ch8,Ch8_U1,10878633,271.965825
Ch51,Ch51_U1,10878640,271.966
Ch5,Ch5_U1,10878641,271.966025
Ch29,Ch29_U2,10878642,271.96605
Ch29,Ch29_U3,10878676,271.9669
Ch0,Ch0_U1,10878687,271.967175
Ch8,Ch8_U2,10878688,271.9672
Ch21,Ch21_U1,10878698,271.96745
Ch54,Ch54_U1,10878698,271.96745
Ch8,Ch8_U1,10878705,271.967625
Ch35,Ch35_U1,10878707,271.967675
Ch35,Ch35_U1,10878719,271.967975
Ch16,Ch16_U1,10878738,271.96845
Ch47,Ch47_U2,10878738,271.96845
Ch37,Ch37_U1,10878741,271.968525
Ch54,Ch54_U3,10878744,271.9686
Ch51,Ch51_U1,10878753,271.968825
Ch30,Ch30_U1,10878774,271.96935
Ch26,Ch26_U1,10878778,271.96945
Ch6,Ch6_U2,10878780,271.9695
Ch0,Ch0_U1,10878807,271.970175
Ch12,Ch12_U1,10878825,271.970625
Ch31,Ch31_U2,10878827,271.970675
Ch30,Ch30_U2,10878834,271.97085
Ch51,Ch51_U1,10878837,271.970925
Ch31,Ch31_U1,10878845,271.971125
Ch51,Ch51_U1,10878848,271.9712
Ch44,Ch44_U1,10878857,271.971425
Ch8,Ch8_U2,10878870,271.97175
Ch51,Ch51_U1,10878905,271.972625
Ch36,Ch36_U2,10878909,271.972725
Ch51,Ch51_U1,10878925,271.973125
Ch38,Ch38_U3,10878928,271.9732
Ch36,Ch36_U2,10878936,271.9734
Ch17,Ch17_U1,10878946,271.97365
Ch35,Ch35_U1,10878980,271.9745
Ch51,Ch51_U1,10879020,271.9755
Ch0,Ch0_U1,10879053,271.976325
Ch36,Ch36_U2,10879080,271.977
Ch36,Ch36_U1,10879116,271.9779
Ch36,Ch36_U2,10879136,271.9784
Ch40,Ch40_U1,10879162,271.97905
Ch36,Ch36_U2,10879197,271.979925
Ch0,Ch0_U1,10879320,271.983
Ch22,Ch22_U3,10879416,271.9854
Ch30,Ch30_U1,10879478,271.98695
Ch0,Ch0_U1,10879493,271.987325
Ch30,Ch30_U2,10879605,271.990125
Ch0,Ch0_U1,10879654,271.99135
Ch31,Ch31_U1,10879773,271.994325
Ch36,Ch36_U2,10879776,271.9944
Ch54,Ch54_U3,10879835,271.995875
Ch26,Ch26_U4,10879874,271.99685
Ch30,Ch30_U2,10879938,271.99845
Ch31,Ch31_U2,10879945,271.998625
Ch21,Ch21_U2,10879975,271.999375
Ch54,Ch54_U3,10879982,271.99955
Ch22,Ch22_U1,10880008,272.0002
Ch30,Ch30_U2,10880032,272.0008
Ch26,Ch26_U4,10880148,272.0037
Ch30,Ch30_U2,10880158,272.00395
Ch54,Ch54_U2,10880227,272.005675
Ch30,Ch30_U1,10880256,272.0064
Ch26,Ch26_U3,10880371,272.009275
Ch30,Ch30_U1,10880386,272.00965
Ch0,Ch0_U1,10880395,272.009875
Ch0,Ch0_U1,10880410,272.01025
Ch30,Ch30_U2,10880428,272.0107
Ch51,Ch51_U1,10880534,272.01335
Ch51,Ch51_U1,10880559,272.013975
Ch54,Ch54_U2,10880580,272.0145
Ch0,Ch0_U1,10880620,272.0155
Ch21,Ch21_U2,10880728,272.0182
Ch31,Ch31_U1,10880741,272.018525
Ch30,Ch30_U1,10880751,272.018775
Ch26,Ch26_U2,10880757,272.018925
Ch54,Ch54_U3,10880773,272.019325
Ch0,Ch0_U1,10880830,272.02075
Ch30,Ch30_U2,10880976,272.0244
Ch26,Ch26_U2,10881012,272.0253
Ch30,Ch30_U2,10881187,272.029675
Ch30,Ch30_U1,10881217,272.030425
Ch0,Ch0_U1,10881260,272.0315
Ch31,Ch31_U2,10881422,272.03555
Ch26,Ch26_U4,10881447,272.036175
Ch30,Ch30_U1,10881657,272.041425
Ch30,Ch30_U2,10881678,272.04195
Ch26,Ch26_U2,10881695,272.042375
Ch51,Ch51_U1,10881929,272.048225
Ch26,Ch26_U2,10881962,272.04905
Ch0,Ch0_U1,10881968,272.0492
Ch31,Ch31_U1,10882013,272.050325
Ch30,Ch30_U2,10882188,272.0547
Ch26,Ch26_U4,10882355,272.058875
Ch51,Ch51_U1,10882447,272.061175
Ch30,Ch30_U1,10882455,272.061375
Ch31,Ch31_U2,10882461,272.061525
Ch31,Ch31_U1,10882475,272.061875
Ch54,Ch54_U2,10882513,272.062825
Ch30,Ch30_U1,10882569,272.064225
Ch26,Ch26_U4,10882781,272.069525
Ch30,Ch30_U1,10882831,272.070775
Ch36,Ch36_U2,10882839,272.070975
Ch54,Ch54_U2,10883014,272.07535
Ch22,Ch22_U2,10883144,272.0786
Ch30,Ch30_U2,10883154,272.07885
Ch54,Ch54_U3,10883173,272.079325
Ch54,Ch54_U3,10883400,272.085
Ch26,Ch26_U4,10883460,272.0865
Ch30,Ch30_U1,10883514,272.08785
Ch54,Ch54_U3,10883556,272.0889
Ch54,Ch54_U3,10883732,272.0933
Ch31,Ch31_U2,10883799,272.094975
